frame_id,ts_ns,e2e_ms,pre_ms,inf_ms,post_ms,host_overhead_ms,valid,occluded_count,depth_invalid_ratio,constraint_reason,box_conf
128,1776494442431123000,11.024,0.92,8.404,1.541,0.159,0,0,1.0,,0.0
128,1776494442431123000,14.325,1.412,10.965,1.744,0.205,0,0,1.0,,0.0
129,1776494442464447000,11.765,0.906,8.848,1.865,0.146,0,0,1.0,,0.0
130,1776494442489462000,13.26,1.113,10.531,1.488,0.128,0,0,1.0,,0.0
130,1776494442489462000,14.007,0.925,9.115,3.705,0.262,0,0,1.0,,0.0
131,1776494442514471000,12.922,1.065,10.093,1.614,0.15,0,0,1.0,,0.0
131,1776494442514471000,13.156,0.908,8.954,3.118,0.176,0,0,1.0,,0.0
132,1776494442539473000,13.646,1.238,10.723,1.446,0.239,0,0,1.0,,0.0
132,1776494442539473000,13.38,0.903,8.849,3.485,0.144,0,0,1.0,,0.0
133,1776494442572789000,13.507,0.926,10.314,2.13,0.137,0,0,1.0,,0.0
133,1776494442572789000,11.681,0.966,8.995,1.558,0.162,0,0,1.0,,0.0
133,1776494442572789000,14.137,1.121,10.967,1.836,0.212,0,0,1.0,,0.0
134,1776494442606136000,14.012,0.89,8.813,4.116,0.194,0,0,1.0,,0.0
135,1776494442631139000,12.895,2.022,8.662,1.757,0.454,0,0,1.0,,0.0
135,1776494442631139000,12.877,0.907,8.855,2.938,0.176,0,0,1.0,,0.0
136,1776494442656141000,13.478,1.138,9.639,2.409,0.291,0,0,1.0,,0.0
136,1776494442656141000,16.75,0.883,12.476,3.263,0.129,0,0,1.0,,0.0
137,1776494442689473000,15.639,0.919,11.591,2.939,0.191,0,0,1.0,,0.0
137,1776494442689473000,14.102,1.014,10.047,2.899,0.142,0,0,1.0,,0.0
138,1776494442722824000,15.258,1.436,10.06,1.63,2.132,0,0,1.0,,0.0
138,1776494442722824000,13.4,0.873,9.113,3.122,0.292,0,0,1.0,,0.0
139,1776494442756157000,14.218,1.037,11.302,1.623,0.257,0,0,1.0,,0.0
139,1776494442756157000,13.617,0.953,9.061,3.426,0.176,0,0,1.0,,0.0
140,1776494442781131000,14.505,1.03,11.952,1.329,0.194,0,0,1.0,,0.0
140,1776494442781131000,13.004,0.911,8.896,3.009,0.188,0,0,1.0,,0.0
141,1776494442814475000,14.269,0.911,10.57,1.848,0.939,0,0,1.0,,0.0
141,1776494442814475000,12.769,0.887,8.909,2.722,0.251,0,0,1.0,,0.0
142,1776494442847765000,13.907,1.804,10.532,1.403,0.168,0,0,1.0,,0.0
142,1776494442847765000,11.799,0.871,8.951,1.85,0.127,0,0,1.0,,0.0
142,1776494442847765000,13.627,1.281,10.757,1.367,0.222,0,0,1.0,,0.0
143,1776494442872767000,11.547,0.886,8.83,1.702,0.129,0,0,1.0,,0.0
143,1776494442872767000,13.46,1.203,10.46,1.566,0.231,0,0,1.0,,0.0
144,1776494442897764000,11.638,0.972,8.85,1.669,0.147,0,0,1.0,,0.0
145,1776494442931108000,13.716,1.389,10.671,1.474,0.181,0,0,1.0,,0.0
145,1776494442931108000,12.972,0.879,8.895,3.07,0.129,0,0,1.0,,0.0
146,1776494442956104000,12.611,1.176,10.509,0.78,0.147,0,0,1.0,,0.0
146,1776494442956104000,11.696,0.908,8.958,1.704,0.126,0,0,1.0,,0.0
147,1776494442981112000,13.991,1.146,10.871,1.791,0.183,0,0,1.0,,0.0
147,1776494442981112000,11.666,1.0,8.811,1.674,0.182,0,0,1.0,,0.0
147,1776494442981112000,13.419,1.001,10.841,1.377,0.2,0,0,1.0,,0.0
148,1776494443014438000,12.625,0.933,9.126,2.397,0.169,0,0,1.0,,0.0
148,1776494443014438000,13.876,1.352,10.422,1.865,0.237,0,0,1.0,,0.0
149,1776494443039449000,11.777,0.907,8.922,1.812,0.136,0,0,1.0,,0.0
150,1776494443064436000,13.511,0.963,10.777,1.588,0.183,0,0,1.0,,0.0
150,1776494443064436000,11.855,0.872,8.784,1.886,0.313,0,0,1.0,,0.0
151,1776494443097782000,13.358,1.016,10.459,1.736,0.147,0,0,1.0,,0.0
151,1776494443097782000,13.334,0.969,9.164,2.977,0.224,0,0,1.0,,0.0
152,1776494443122807000,13.186,0.95,10.436,1.65,0.15,0,0,1.0,,0.0
152,1776494443122807000,13.174,0.942,9.033,3.03,0.168,0,0,1.0,,0.0
153,1776494443156159000,13.509,1.213,10.583,1.576,0.138,0,0,1.0,,0.0
153,1776494443156159000,12.379,0.872,8.776,2.581,0.15,0,0,1.0,,0.0
154,1776494443181146000,12.833,2.058,8.683,1.887,0.205,0,0,1.0,,0.0
154,1776494443181146000,12.936,1.125,9.011,2.654,0.147,0,0,1.0,,0.0
155,1776494443206129000,13.138,0.948,10.434,1.556,0.2,0,0,1.0,,0.0
155,1776494443206129000,13.46,0.953,9.086,3.218,0.204,0,0,1.0,,0.0
156,1776494443239470000,13.195,0.946,10.474,1.56,0.214,0,0,1.0,,0.0
156,1776494443239470000,12.08,0.921,8.972,1.832,0.355,0,0,1.0,,0.0
157,1776494443264436000,14.445,0.939,10.533,2.651,0.323,0,0,1.0,,0.0
157,1776494443264436000,16.826,0.931,13.308,2.417,0.17,0,0,1.0,,0.0
158,1776494443289454000,14.097,0.925,10.614,2.271,0.288,0,0,1.0,,0.0
158,1776494443289454000,12.995,1.026,9.264,2.29,0.415,0,0,1.0,,0.0
159,1776494443322785000,13.439,1.02,10.658,1.597,0.164,0,0,1.0,,0.0
159,1776494443322785000,12.706,0.934,9.191,2.306,0.274,0,0,1.0,,0.0
160,1776494443356126000,16.62,2.397,9.874,3.891,0.458,0,0,1.0,,0.0
160,1776494443356126000,12.637,0.919,9.06,2.484,0.174,0,0,1.0,,0.0
160,1776494443356126000,14.246,0.979,10.967,1.959,0.341,0,0,1.0,,0.0
161,1776494443381117000,12.466,0.908,9.187,2.237,0.134,0,0,1.0,,0.0
162,1776494443414454000,13.404,1.102,10.48,1.695,0.128,0,0,1.0,,0.0
162,1776494443414454000,12.188,1.407,8.982,1.564,0.235,0,0,1.0,,0.0
